1 ,5.4,124.6,144.6
2 ,4.2,151,64
3 ,7.6,199,99.7
4 ,15.3,128.4,94.2
5 ,18.9,209.5,80.4
6 ,21.5,125.2,139.9
7 ,25.5,153.6,45.9
8 ,27.8,184.3,110.8
9 ,22.3,89,132.4
10 ,15.9,143.9,130.5
11 ,11.1,170.6,50.3
12 ,7.5,164.1,47.5
